Country;ISO3166_alpha3;renewables_ej;ren_power_ej;biofuels_cons_ej;biofuels_prod_pj;Years
Egypt;EGY;0.000807;0.000807;0.0;0.0;2000
Egypt;EGY;0.001787318;0.001787318;0.0;0.0;2001
Egypt;EGY;0.002107452;0.002107452;0.0;0.0;2002
Egypt;EGY;0.002814808;0.002814808;0.0;0.0;2003
Egypt;EGY;0.00492183;0.00492183;0.0;0.0;2004
Egypt;EGY;0.004949367;0.004949367;0.0;0.0;2005
Egypt;EGY;0.005831904;0.005831904;0.0;0.0;2006
Egypt;EGY;0.006346023;0.006346023;0.0;0.0;2007
Egypt;EGY;0.008850367;0.008850367;0.0;0.0;2008
Egypt;EGY;0.009816498;0.009816498;0.0;0.0;2009
Egypt;EGY;0.013463469;0.013463469;0.0;0.0;2010
Egypt;EGY;0.016227273;0.016227273;0.0;0.0;2011
Egypt;EGY;0.017065565;0.017065565;0.0;0.0;2012
Egypt;EGY;0.014765608;0.014765608;0.0;0.0;2013
Egypt;EGY;0.010697877;0.010697877;0.0;0.0;2014
Egypt;EGY;0.017636396;0.017636396;0.0;0.0;2015
Egypt;EGY;0.0238135;0.0238135;0.0;0.0;2016
Egypt;EGY;0.024409091;0.024409091;0.0;0.0;2017
Egypt;EGY;0.031677299;0.031677299;0.0;0.0;2018
Egypt;EGY;0.057664329;0.057664329;0.0;0.0;2019
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1965
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1966
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1967
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1968
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1969
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1970
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1971
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1972
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1973
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1974
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1975
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1976
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1977
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1978
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1979
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1980
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1981
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1982
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1983
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1984
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1985
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1986
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1987
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1988
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1989
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1990
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1991
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1992
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1993
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1994
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1995
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1996
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1997
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1998
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;1999
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2000
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2001
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2002
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2003
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2004
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2005
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2006
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2007
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2008
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2009
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2010
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2011
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2012
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2013
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2014
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2015
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2016
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2017
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2018
Equatorial Guinea;GNQ;0.0;0.0;0.0;0.0;2019
Estonia;EST;0.0;0.0;0.0;0.0;1965
Estonia;EST;0.0;0.0;0.0;0.0;1966
Estonia;EST;0.0;0.0;0.0;0.0;1967
Estonia;EST;0.0;0.0;0.0;0.0;1968
Estonia;EST;0.0;0.0;0.0;0.0;1969
Estonia;EST;0.0;0.0;0.0;0.0;1970
Estonia;EST;0.0;0.0;0.0;0.0;1971
Estonia;EST;0.0;0.0;0.0;0.0;1972
Estonia;EST;0.0;0.0;0.0;0.0;1973
Estonia;EST;0.0;0.0;0.0;0.0;1974
Estonia;EST;0.0;0.0;0.0;0.0;1975
Estonia;EST;0.0;0.0;0.0;0.0;1976
Estonia;EST;0.0;0.0;0.0;0.0;1977
Estonia;EST;0.0;0.0;0.0;0.0;1978
Estonia;EST;0.0;0.0;0.0;0.0;1979
Estonia;EST;0.0;0.0;0.0;0.0;1980
Estonia;EST;0.0;0.0;0.0;0.0;1981
Estonia;EST;0.0;0.0;0.0;0.0;1982
Estonia;EST;0.0;0.0;0.0;0.0;1983
Estonia;EST;0.0;0.0;0.0;0.0;1984
Estonia;EST;0.0;0.0;0.0;0.0;1985
Estonia;EST;0.0;0.0;0.0;0.0;1986
Estonia;EST;0.0;0.0;0.0;0.0;1987
Estonia;EST;0.0;0.0;0.0;0.0;1988
Estonia;EST;0.0;0.0;0.0;0.0;1989
Estonia;EST;0.0;0.0;0.0;0.0;1990
Estonia;EST;0.0;0.0;0.0;0.0;1991
Estonia;EST;0.0;0.0;0.0;0.0;1992
Estonia;EST;0.0;0.0;0.0;0.0;1993
Estonia;EST;0.0;0.0;0.0;0.0;1994
Estonia;EST;6,00E-05;6,00E-05;0.0;0.0;1995
Estonia;EST;5,00E-05;5,00E-05;0.0;0.0;1996
Estonia;EST;8,00E-05;8,00E-05;0.0;0.0;1997
Estonia;EST;0.00012;0.00012;0.0;0.0;1998
Estonia;EST;0.00012;0.00012;0.0;0.0;1999
Estonia;EST;0.00013;0.00013;0.0;0.0;2000
Estonia;EST;0.000109286;0.000109286;0.0;0.0;2001
Estonia;EST;0.000280335;0.000280335;0.0;0.0;2002
Estonia;EST;0.000314827;0.000314827;0.0;0.0;2003
Estonia;EST;0.000376166;0.000376166;0.0;0.0;2004
Estonia;EST;0.0008415;0.0008415;0.0;0.0;2005
Estonia;EST;0.001099868;0.001099868;0.0;0.0;2006
Estonia;EST;0.001214438;0.001214438;0.0;0.0;2007
Estonia;EST;0.001755602;0.001625031;0.000130571;0.0;2008
Estonia;EST;0.004817893;0.004808167;9.73e-06;0.0;2009
Estonia;EST;0.010022892;0.009565785;0.000457107;0.0;2010
Estonia;EST;0.011131654;0.010739854;0.0003918;0.0;2011
Estonia;EST;0.013700945;0.013309145;0.0003918;0.0;2012
Estonia;EST;0.011362812;0.011036277;0.000326535;0.0;2013
Estonia;EST;0.012864108;0.012341695;0.000522413;0.0;2014
Estonia;EST;0.013921899;0.013660714;0.000261184;0.0;2015
Estonia;EST;0.013677079;0.013481201;0.000195878;0.0;2016
Estonia;EST;0.021874158;0.021776198;9.8e-05;0.0;2017
Estonia;EST;0.017724774;0.016995379;0.000729395;0.0;2018
Estonia;EST;0.018001077;0.017271682;0.000729395;0.0;2019
Finland;FIN;0.0;0.0;0.0;0.0;1965
Finland;FIN;0.0;0.0;0.0;0.0;1966
Finland;FIN;0.0;0.0;0.0;0.0;1967
Finland;FIN;0.0;0.0;0.0;0.0;1968
Finland;FIN;0.0;0.0;0.0;0.0;1969
Finland;FIN;0.0;0.0;0.0;0.0;1970
Finland;FIN;0.0;0.0;0.0;0.0;1971
Finland;FIN;0.0;0.0;0.0;0.0;1972
Finland;FIN;0.0;0.0;0.0;0.0;1973
Finland;FIN;0.0;0.0;0.0;0.0;1974
Finland;FIN;0.0;0.0;0.0;0.0;1975
Finland;FIN;0.0;0.0;0.0;0.0;1976
Finland;FIN;0.0;0.0;0.0;0.0;1977
Finland;FIN;0.0;0.0;0.0;0.0;1978
Finland;FIN;0.0;0.0;0.0;0.0;1979
Finland;FIN;0.0;0.0;0.0;0.0;1980
Finland;FIN;0.0;0.0;0.0;0.0;1981
Finland;FIN;0.0;0.0;0.0;0.0;1982
Finland;FIN;0.0;0.0;0.0;0.0;1983
Finland;FIN;0.0;0.0;0.0;0.0;1984
Finland;FIN;0.0;0.0;0.0;0.0;1985
Finland;FIN;0.0;0.0;0.0;0.0;1986
Finland;FIN;0.0;0.0;0.0;0.0;1987
Finland;FIN;0.0;0.0;0.0;0.0;1988
Finland;FIN;0.0;0.0;0.0;0.0;1989
Finland;FIN;0.051565;0.051565;0.0;0.0;1990
Finland;FIN;0.050001;0.050001;0.0;0.0;1991
Finland;FIN;0.04953;0.04953;0.0;0.0;1992
Finland;FIN;0.059631;0.059631;0.0;0.0;1993
Finland;FIN;0.06473;0.06473;0.0;0.0;1994
Finland;FIN;0.066196;0.066196;1.39e-17;0.0;1995
Finland;FIN;0.05901;0.05901;0.0;0.0;1996
Finland;FIN;0.079088;0.079088;0.0;0.0;1997
Finland;FIN;0.093573;0.093573;0.0;0.0;1998
Finland;FIN;0.084134;0.084134;0.0;0.0;1999
Finland;FIN;0.086667263;0.086667263;0.0;0.0;2000
Finland;FIN;0.082293032;0.082293032;0.0;0.0;2001
Finland;FIN;0.088840567;0.088812266;2.83e-05;0.0;2002
Finland;FIN;0.092224807;0.092055;0.000169807;0.0;2003
Finland;FIN;0.102461041;0.102262933;0.000198108;0.0;2004
Finland;FIN;0.093449821;0.093449821;-1.39e-17;0.0;2005
Finland;FIN;0.105037618;0.105009304;2.83e-05;0.0;2006
Finland;FIN;0.096831;0.096774413;5.66e-05;1.539988776;2007
Finland;FIN;0.104498887;0.101261892;0.003236995;3.526164828;2008
Finland;FIN;0.090614296;0.08523119;0.005383106;9.678248748;2009
Finland;FIN;0.111233653;0.105872344;0.005361309;12.58556267;2010
Finland;FIN;0.116808891;0.108868289;0.007940602;8.684804844;2011
Finland;FIN;0.115472433;0.107575349;0.007897084;11.02752878;2012
Finland;FIN;0.125945034;0.117264653;0.008680382;13.8217991;2013
Finland;FIN;0.135806159;0.117475261;0.018330897;15.36605842;2014
Finland;FIN;0.142680419;0.124373518;0.018306901;18.09380048;2015
Finland;FIN;0.138127886;0.131384593;0.006743294;4.578307668;2016
Finland;FIN;0.159489184;0.1447668;0.014722384;12.97150189;2017
Finland;FIN;0.176097098;0.162064579;0.014032519;11.77462138;2018
Finland;FIN;0.177497579;0.163654633;0.013842945;12.34577838;2019
France;FRA;0.0;0.0;0.0;0.0;1965
France;FRA;0.0039;0.0039;0.0;0.0;1966
France;FRA;0.00605;0.00605;0.0;0.0;1967
France;FRA;0.00926;0.00926;0.0;0.0;1968
France;FRA;0.01067;0.01067;0.0;0.0;1969
France;FRA;0.013702458;0.013702458;0.0;0.0;1970
France;FRA;0.013918224;0.013918224;0.0;0.0;1971
France;FRA;0.015151953;0.015151953;0.0;0.0;1972
France;FRA;0.015500864;0.015500864;0.0;0.0;1973
France;FRA;0.015770592;0.015770592;0.0;0.0;1974
France;FRA;0.014158849;0.014158849;0.0;0.0;1975
France;FRA;0.013329;0.013329;0.0;0.0;1976
France;FRA;0.013745814;0.013745814;0.0;0.0;1977
France;FRA;0.014183881;0.014183881;0.0;0.0;1978
France;FRA;0.014840102;0.014840102;0.0;0.0;1979
France;FRA;0.014710235;0.014710235;0.0;0.0;1980
France;FRA;0.014921525;0.014921525;0.0;0.0;1981
France;FRA;0.0152734;0.0152734;0.0;0.0;1982
France;FRA;0.015587;0.015587;0.0;0.0;1983
France;FRA;0.016223;0.016223;0.0;0.0;1984
France;FRA;0.0165215;0.0165215;0.0;0.0;1985
France;FRA;0.016628;0.016628;0.0;0.0;1986
France;FRA;0.017506;0.017506;0.0;0.0;1987
France;FRA;0.0177325;0.0177325;0.0;0.0;1988
France;FRA;0.0184145;0.0184145;0.0;0.0;1989
France;FRA;0.019132715;0.019132715;0.0;0.0;1990
France;FRA;0.021024896;0.021024896;0.0;0.0;1991
France;FRA;0.02163316;0.021359776;0.000273384;0.094496076;1992
France;FRA;0.021140831;0.019780852;0.001359979;1.05256152;1993
France;FRA;0.025631022;0.021635825;0.003995197;3.417936048;1994
France;FRA;0.029671003;0.023357542;0.006313461;6.7009734;1995
France;FRA;0.033800479;0.024330805;0.009469674;9.642786552;1996
France;FRA;0.039289058;0.026895352;0.012393706;11.54376122;1997
France;FRA;0.037445413;0.026765857;0.010679556;10.7916026;1998
France;FRA;0.040073419;0.028944919;0.0111285;11.34451141;1999
France;FRA;0.043669986;0.030392233;0.013277753;13.59311609;2000
France;FRA;0.047934101;0.034486205;0.013447896;13.56083586;2001
France;FRA;0.051700979;0.037599537;0.014101442;14.5251815;2002
France;FRA;0.053283718;0.040336756;0.012946962;15.94831669;2003
France;FRA;0.056856148;0.042737168;0.01411898;16.7178924;2004
France;FRA;0.070848961;0.046911938;0.023937023;27.00611604;2005
France;FRA;0.087110385;0.058071737;0.029038648;28.31800795;2006
France;FRA;0.137886125;0.079407;0.058479125;47.20981252;2007
France;FRA;0.191546557;0.09666559;0.094880967;87.04415815;2008
France;FRA;0.220968215;0.119604444;0.10136377;97.40058476;2009
France;FRA;0.244680563;0.14532184;0.099358722;94.94954831;2010
France;FRA;0.281060341;0.182946951;0.09811339;94.45219834;2011
France;FRA;0.332853814;0.225522;0.107331814;109.1304492;2012
France;FRA;0.350359127;0.241076386;0.109282741;106.1817279;2013
France;FRA;0.383302094;0.265505389;0.117796705;114.7819594;2014
France;FRA;0.437270148;0.318422143;0.118848006;117.7162363;2015
France;FRA;0.456319385;0.336772012;0.119547373;110.3665601;2016
France;FRA;0.493790561;0.373271126;0.120519434;116.8384318;2017
France;FRA;0.53906517;0.419849011;0.119216159;130.0900306;2018
France;FRA;0.614023671;0.489454087;0.124569585;113.0105236;2019
Gabon;GAB;0.0;0.0;0.0;0.0;1965
Gabon;GAB;0.0;0.0;0.0;0.0;1966
Gabon;GAB;0.0;0.0;0.0;0.0;1967
Gabon;GAB;0.0;0.0;0.0;0.0;1968
Gabon;GAB;0.0;0.0;0.0;0.0;1969
Gabon;GAB;0.0;0.0;0.0;0.0;1970
Gabon;GAB;0.0;0.0;0.0;0.0;1971
Gabon;GAB;0.0;0.0;0.0;0.0;1972
Gabon;GAB;0.0;0.0;0.0;0.0;1973
Gabon;GAB;0.0;0.0;0.0;0.0;1974
Gabon;GAB;0.0;0.0;0.0;0.0;1975
Gabon;GAB;0.0;0.0;0.0;0.0;1976
Gabon;GAB;0.0;0.0;0.0;0.0;1977
Gabon;GAB;0.0;0.0;0.0;0.0;1978
Gabon;GAB;0.0;0.0;0.0;0.0;1979
Gabon;GAB;0.0;0.0;0.0;0.0;1980
Gabon;GAB;0.0;0.0;0.0;0.0;1981
Gabon;GAB;0.0;0.0;0.0;0.0;1982
Gabon;GAB;0.0;0.0;0.0;0.0;1983
Gabon;GAB;0.0;0.0;0.0;0.0;1984
Gabon;GAB;0.0;0.0;0.0;0.0;1985
Gabon;GAB;0.0;0.0;0.0;0.0;1986
Gabon;GAB;0.0;0.0;0.0;0.0;1987
Gabon;GAB;0.0;0.0;0.0;0.0;1988
Gabon;GAB;0.0;0.0;0.0;0.0;1989
Gabon;GAB;0.0;0.0;0.0;0.0;1990
Gabon;GAB;0.0;0.0;0.0;0.0;1991
Gabon;GAB;0.0;0.0;0.0;0.0;1992
Gabon;GAB;0.0;0.0;0.0;0.0;1993
Gabon;GAB;0.0;0.0;0.0;0.0;1994
Gabon;GAB;0.0;0.0;0.0;0.0;1995
Gabon;GAB;0.0;0.0;0.0;0.0;1996
Gabon;GAB;0.0;0.0;0.0;0.0;1997
Gabon;GAB;0.0;0.0;0.0;0.0;1998
Gabon;GAB;0.0;0.0;0.0;0.0;1999
Gabon;GAB;0.0;0.0;0.0;0.0;2000
Gabon;GAB;0.0;0.0;0.0;0.0;2001
Gabon;GAB;0.0;0.0;0.0;0.0;2002
Gabon;GAB;0.0;0.0;0.0;0.0;2003
Gabon;GAB;0.0;0.0;0.0;0.0;2004
Gabon;GAB;0.0;0.0;0.0;0.0;2005
Gabon;GAB;0.0;0.0;0.0;0.0;2006
Gabon;GAB;0.0;0.0;0.0;0.0;2007
Gabon;GAB;0.0;0.0;0.0;0.0;2008
Gabon;GAB;0.0;0.0;0.0;0.0;2009
Gabon;GAB;0.0;0.0;0.0;0.0;2010
Gabon;GAB;0.0;0.0;0.0;0.0;2011
Gabon;GAB;0.0;0.0;0.0;0.0;2012
Gabon;GAB;0.0;0.0;0.0;0.0;2013
Gabon;GAB;0.0;0.0;0.0;0.0;2014
Gabon;GAB;0.0;0.0;0.0;0.0;2015
Gabon;GAB;0.0;0.0;0.0;0.0;2016
Gabon;GAB;0.0;0.0;0.0;0.0;2017
Gabon;GAB;0.0;0.0;0.0;0.0;2018
Gabon;GAB;0.0;0.0;0.0;0.0;2019
Germany;DEU;0.0;0.0;0.0;0.0;1965
Germany;DEU;0.0;0.0;0.0;0.0;1966
Germany;DEU;0.0;0.0;0.0;0.0;1967
Germany;DEU;0.0;0.0;0.0;0.0;1968
Germany;DEU;0.0;0.0;0.0;0.0;1969
Germany;DEU;0.009200202;0.009200202;0.0;0.0;1970
Germany;DEU;0.010010282;0.010010282;0.0;0.0;1971
Germany;DEU;0.010187487;0.010187487;0.0;0.0;1972
Germany;DEU;0.010531048;0.010531048;0.0;0.0;1973
Germany;DEU;0.0107625;0.0107625;0.0;0.0;1974
Germany;DEU;0.011247102;0.011247102;0.0;0.0;1975
Germany;DEU;0.012776852;0.012776852;0.0;0.0;1976
Germany;DEU;0.012465839;0.012465839;0.0;0.0;1977
Germany;DEU;0.01317466;0.01317466;0.0;0.0;1978
Germany;DEU;0.014433178;0.014433178;0.0;0.0;1979
Germany;DEU;0.019662538;0.019662538;0.0;0.0;1980
Germany;DEU;0.018042377;0.018042377;0.0;0.0;1981
Germany;DEU;0.01798813;0.01798813;0.0;0.0;1982
Germany;DEU;0.015402382;0.015402382;0.0;0.0;1983
Germany;DEU;0.016429448;0.016429448;0.0;0.0;1984
Germany;DEU;0.016440297;0.016440297;0.0;0.0;1985
Germany;DEU;0.015965696;0.015965696;0.0;0.0;1986
Germany;DEU;0.014478493;0.014478493;0.0;0.0;1987
Germany;DEU;0.016458818;0.016458818;0.0;0.0;1988
Germany;DEU;0.017752679;0.017752679;0.0;0.0;1989
Germany;DEU;0.01507;0.01507;0.0;0.0;1990
Germany;DEU;0.01572;0.01572;0.0;0.0;1991
Germany;DEU;0.018554936;0.01837;0.000184936;0.186019524;1992
Germany;DEU;0.022564944;0.02238;0.000184944;0.186019524;1993
Germany;DEU;0.028945428;0.02791;0.001035428;1.041592104;1994
Germany;DEU;0.03646413;0.03517;0.00129413;1.302011064;1995
Germany;DEU;0.043452759;0.04142;0.002032759;2.046005424;1996
Germany;DEU;0.055894944;0.05257;0.003324944;3.348016488;1997
Germany;DEU;0.081493778;0.0778;0.003693778;3.720013668;1998
Germany;DEU;0.096239341;0.09143;0.004809341;4.836005208;1999
Germany;DEU;0.152289349;0.14304;0.009249349;9.300013236;2000
Germany;DEU;0.169913448;0.156964091;0.012949357;13.01998504;2001
Germany;DEU;0.237470027;0.217121806;0.020348221;20.46001237;2002
Germany;DEU;0.302466917;0.273310962;0.029155956;24.8864648;2003
Germany;DEU;0.395023944;0.356063159;0.038960785;38.11283963;2004
Germany;DEU;0.48722748;0.415087063;0.072140417;58.23491296;2005
Germany;DEU;0.612064345;0.49682083;0.115243515;95.7678165;2006
Germany;DEU;0.772950676;0.642135263;0.130815413;118.8837255;2007
Germany;DEU;0.80695724;0.691860298;0.115096942;105.8065069;2008
Germany;DEU;0.833846835;0.719060333;0.114786501;105.8755472;2009
Germany;DEU;0.905880564;0.790603564;0.115277;131.2137258;2010
Germany;DEU;1.112391585;0.992315085;0.1200765;128.9291566;2011
Germany;DEU;1.252520955;1.124674255;0.1278467;120.8168547;2012
Germany;DEU;1.306625139;1.192109639;0.1145155;128.6783672;2013
Germany;DEU;1.429576037;1.309551737;0.1200243;144.8727742;2014
Germany;DEU;1.659035721;1.546474821;0.1125609;133.6119222;2015
Germany;DEU;1.643934157;1.531131657;0.1128025;135.1350719;2016
Germany;DEU;1.8804271;1.765692;0.1147351;137.89126;2017
Germany;DEU;1.969729173;1.850163684;0.119565489;142.5690727;2018
Germany;DEU;2.117453837;1.997721327;0.119732509;143.4160967;2019
Greece;GRC;0.0;0.0;0.0;0.0;1965
Greece;GRC;0.0;0.0;0.0;0.0;1966
Greece;GRC;0.0;0.0;0.0;0.0;1967
Greece;GRC;0.0;0.0;0.0;0.0;1968
Greece;GRC;0.0;0.0;0.0;0.0;1969
Greece;GRC;0.0;0.0;0.0;0.0;1970
Greece;GRC;0.0;0.0;0.0;0.0;1971
Greece;GRC;0.0;0.0;0.0;0.0;1972
Greece;GRC;0.0;0.0;0.0;0.0;1973
Greece;GRC;0.0;0.0;0.0;0.0;1974
Greece;GRC;0.0;0.0;0.0;0.0;1975
Greece;GRC;0.0;0.0;0.0;0.0;1976
Greece;GRC;0.0;0.0;0.0;0.0;1977
Greece;GRC;0.0;0.0;0.0;0.0;1978
Greece;GRC;0.0;0.0;0.0;0.0;1979
Greece;GRC;0.0;0.0;0.0;0.0;1980
Greece;GRC;0.0;0.0;0.0;0.0;1981
Greece;GRC;0.0;0.0;0.0;0.0;1982
Greece;GRC;0.0;0.0;0.0;0.0;1983
Greece;GRC;0.0;0.0;0.0;0.0;1984
Greece;GRC;0.0;0.0;0.0;0.0;1985
Greece;GRC;0.0;0.0;0.0;0.0;1986
Greece;GRC;1,00E-05;1,00E-05;0.0;0.0;1987
Greece;GRC;1,00E-05;1,00E-05;0.0;0.0;1988
Greece;GRC;1,00E-05;1,00E-05;0.0;0.0;1989
Greece;GRC;2,00E-05;2,00E-05;0.0;0.0;1990
Greece;GRC;2,00E-05;2,00E-05;0.0;0.0;1991
Greece;GRC;9,00E-05;9,00E-05;0.0;0.0;1992
Greece;GRC;0.00048;0.00048;0.0;0.0;1993
Greece;GRC;0.00038;0.00038;0.0;0.0;1994
Greece;GRC;0.00035;0.00035;0.0;0.0;1995
Greece;GRC;0.00036;0.00036;0.0;0.0;1996
Greece;GRC;0.00037;0.00037;0.0;0.0;1997
Greece;GRC;0.00073;0.00073;0.0;0.0;1998
Greece;GRC;0.00163;0.00163;0.0;0.0;1999
Greece;GRC;0.00451;0.00451;0.0;0.0;2000
Greece;GRC;0.008295779;0.008295779;0.0;0.0;2001
Greece;GRC;0.007669742;0.007669742;0.0;0.0;2002
Greece;GRC;0.011043462;0.011043462;0.0;0.0;2003
Greece;GRC;0.012132803;0.012132803;1.73e-18;0.0;2004
Greece;GRC;0.013450443;0.013450443;0.0;0.0;2005
Greece;GRC;0.019342467;0.017455472;0.001886995;0.0;2006
Greece;GRC;0.022631682;0.019153688;0.003477995;0.0;2007
Greece;GRC;0.025980561;0.023168571;0.00281199;0.0;2008
Greece;GRC;0.029730332;0.026548333;0.003181999;0.0;2009
Greece;GRC;0.033958493;0.028741472;0.005217021;0.0;2010
Greece;GRC;0.042877513;0.038548537;0.004328976;0.0;2011
Greece;GRC;0.058516657;0.053299636;0.005217021;0.0;2012
Greece;GRC;0.079580476;0.07376259;0.005817886;0.0;2013
Greece;GRC;0.076881074;0.070554072;0.006327002;0.0;2014
Greece;GRC;0.086365735;0.079705714;0.00666002;0.0;2015
Greece;GRC;0.091603923;0.084647929;0.006955994;0.0;2016
Greece;GRC;0.095533825;0.088546428;0.006987397;0.0;2017
Greece;GRC;0.100136415;0.093097198;0.007039217;0.0;2018
Greece;GRC;0.110154662;0.1030425;0.007112162;0.0;2019
Hungary;HUN;0.0;0.0;0.0;0.0;1965
Hungary;HUN;0.0;0.0;0.0;0.0;1966
Hungary;HUN;0.0;0.0;0.0;0.0;1967
Hungary;HUN;0.0;0.0;0.0;0.0;1968
Hungary;HUN;0.0;0.0;0.0;0.0;1969
Hungary;HUN;0.0;0.0;0.0;0.0;1970
Hungary;HUN;0.0;0.0;0.0;0.0;1971
Hungary;HUN;0.0;0.0;0.0;0.0;1972
Hungary;HUN;0.0;0.0;0.0;0.0;1973
Hungary;HUN;0.0;0.0;0.0;0.0;1974
Hungary;HUN;0.0;0.0;0.0;0.0;1975
Hungary;HUN;0.0;0.0;0.0;0.0;1976
Hungary;HUN;0.0;0.0;0.0;0.0;1977
Hungary;HUN;0.0;0.0;0.0;0.0;1978
Hungary;HUN;0.0;0.0;0.0;0.0;1979
Hungary;HUN;0.0;0.0;0.0;0.0;1980
Hungary;HUN;0.0;0.0;0.0;0.0;1981
Hungary;HUN;0.0;0.0;0.0;0.0;1982
Hungary;HUN;0.0;0.0;0.0;0.0;1983
Hungary;HUN;0.0;0.0;0.0;0.0;1984
Hungary;HUN;0.0;0.0;0.0;0.0;1985
Hungary;HUN;0.0;0.0;0.0;0.0;1986
Hungary;HUN;0.0;0.0;0.0;0.0;1987
Hungary;HUN;0.0;0.0;0.0;0.0;1988
Hungary;HUN;0.0;0.0;0.0;0.0;1989
Hungary;HUN;0.00017;0.00017;0.0;0.0;1990
Hungary;HUN;0.00024;0.00024;0.0;0.0;1991
Hungary;HUN;0.00046;0.00046;0.0;0.0;1992
Hungary;HUN;0.00039;0.00039;0.0;0.0;1993
Hungary;HUN;0.00045;0.00045;0.0;0.0;1994
Hungary;HUN;0.00056;0.00056;0.0;0.0;1995
Hungary;HUN;0.0005;0.0005;0.0;0.0;1996
Hungary;HUN;0.00053;0.00053;0.0;0.0;1997
Hungary;HUN;0.0006;0.0006;0.0;0.0;1998
Hungary;HUN;0.00065;0.00065;0.0;0.0;1999
Hungary;HUN;0.00065;0.00065;0.0;0.0;2000
Hungary;HUN;0.00070539;0.00070539;0.0;0.0;2001
Hungary;HUN;0.000424452;0.000424452;0.0;0.0;2002
Hungary;HUN;0.001618269;0.001618269;0.0;0.0;2003
Hungary;HUN;0.007123758;0.007123758;0.0;0.0;2004
Hungary;HUN;0.016265333;0.016152152;0.000113181;0.0;2005
Hungary;HUN;0.0130579;0.012576792;0.000481108;0.0;2006
Hungary;HUN;0.017260654;0.015998063;0.001262592;0.0;2007
Hungary;HUN;0.027324566;0.020374658;0.006949908;0.0;2008
Hungary;HUN;0.032323226;0.025188333;0.007134892;0.0;2009
Hungary;HUN;0.033919566;0.026516871;0.007402695;0.0;2010
Hungary;HUN;0.029955359;0.023192561;0.006762798;0.0;2011
Hungary;HUN;0.02912748;0.022571497;0.006555983;0.0;2012
Hungary;HUN;0.029485238;0.023732558;0.00575268;0.0;2013
Hungary;HUN;0.034086044;0.026106564;0.00797948;0.0;2014
